idx,content,followers,topic,class,WC,WPS,Sixltr,Dic,othergram,persconc,ppron,i,we,you,shehe,they,youpl,ipron,prep,auxverb,adverb,conj,negate,quanunit,prepend,specart,tensem,focuspast,focuspresent,focusfuture,progm,particle,modal_pa,general_pa,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,pos_sent,neg_sent,sentiment,charFreq,wordFreq,semantic_classes,wc_over_semantic_classes,readability
882,"中组部 副 部长 王京清 说 : “ 按照 我们 党 的 党章 规定 , 中央政治局 和 中央政治局常委 是 由 中央委员会 全体会议 选举 产生 的 . 中央政治局常委 由 多少 人 组成 , 我 也 不 知道 . ” 这个 问题 王副 部长 确实 回答 不了 , 不过 , 我们 有 理由 相信 , 党内 民主选举 会 日渐 公开 透明 .",4420,democracy,censored,48,16.0,4.17,68.75,39.58,8.33,6.25,2.08,4.17,0.0,0.0,0.0,0.0,2.08,10.42,2.08,10.42,6.25,6.25,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,4.17,2.08,0.0,2.08,6.25,2.08,4.17,0.0,0.0,0.0,20.83,0.0,0.0,0.0,0.0,20.83,10.42,4.17,2.08,0.0,2.08,4.17,2.08,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,16.67,4.17,0.0,8.33,0.0,4.17,2.08,0.0,0.0,2.08,4.17,0.0,0.0,0.0,2.08,0.0,4.17,0.0,0.0,4.17,0.0,0.0,22.92,6.25,10.42,2.08,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0497724,0.9502280000000001,0,0.00203925,0.00171733,11,4.363636363636363,1.4557976478787875
883,"中華 民族 有三大 罪人 , 一個 十惡 不 赦 , 一個 剿匪 不力 , 第三 個 為 第一 個 蓋 水晶棺 .",2394,everythingElse,censored,18,18.0,0.0,27.78,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,5.56,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546927,0.45307299999999995,1,0.00200195,0.00097472,7,2.5714285714285716,0.8581350804761906
884,"为了 保卫 国土 , 十四个 爱国人士 手无寸铁 冲上 了 钓鱼岛 , 日本 警察 惊问 : 贵国 的 军队 呢 ? 答 : 在 维稳 . 又 问 : 武警 呢 ? 答 : 忙 周克华 的 事 . 那 警察 呢 ? 在 强拆 . 不是 还有 城管 吗 ? 在 抓 小贩 . 那 贵国 政府 呢 ? 在 开会 . 日本 警察 大怒 : 你们 也 太 瞧不起 我们 日本 人 了 , 全抓 了 !",128778,stability,censored,59,5.36,0.0,66.1,44.07,10.17,3.39,0.0,1.69,1.69,0.0,0.0,1.69,6.78,8.47,1.69,3.39,6.78,1.69,0.0,0.0,0.0,5.08,0.0,0.0,0.0,5.08,18.64,13.56,10.17,1.69,0.0,0.0,0.0,3.39,0.0,1.69,0.0,1.69,0.0,11.86,0.0,0.0,0.0,0.0,8.47,6.78,0.0,0.0,1.69,0.0,1.69,1.69,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,15.25,3.39,0.0,11.86,0.0,1.69,10.17,0.0,8.47,0.0,10.17,0.0,0.0,0.0,0.0,0.0,8.47,0.0,0.0,5.08,3.39,0.0,32.2,8.47,5.08,8.47,0.0,8.47,1.69,0.0,0.0,0.0,0.0,0.0,0.04525680000000002,0.954743,0,0.00188984,0.00178817,11,5.363636363636363,1.789104791212121
885,"为了 保卫 斯巴达 , 法律 开始 大踏步 后退 了 . 重庆 在 反正 , 夫人 , 四大 金刚 受审 . 但 其他 省市 却 赶 在 十八 大前 加紧 步入 重庆 . 重庆 , 法律 最 黑暗 的 日子 己 过 ; 但 全国 , 法律 最 黑暗 的 日子 还 没来 .",10810,everythingElse,censored,43,10.75,0.0,62.79,37.21,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,9.3,0.0,11.63,11.63,0.0,0.0,2.33,0.0,4.65,2.33,0.0,0.0,2.33,9.3,2.33,9.3,4.65,0.0,0.0,2.33,2.33,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,2.33,0.0,11.63,2.33,2.33,0.0,0.0,0.0,2.33,4.65,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,6.98,0.0,2.33,18.6,0.0,11.63,6.98,9.3,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,2.33,0.0,0.0,23.26,9.3,11.63,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228481,0.771519,0,0.00180036,0.00184668,10,4.3,1.4345490133333332
886,"为了 生意 纠纷 , 愤而 杀人 , 假设 这是 真的 . 那 事情 的 起因 不全是 钱 吗 ? 如果 是 一个 贪官 , 是 一个 卖国 的 官 , 那 一定 会 用 公共利益 来 解决 私人 问题 , 给 对方 个 工程 什么 的 , 啥 纠纷 不 立马 解决 ? 无论如何 也 不至于 去 杀人 啊 . 贪腐 的 事 就算 败露 , 在 中国 算多大个 事 啊 ? 杀人 可 就 严重 多 了 . 这 一切 只能 说明 : 他 不肯 卖国 .",21138,china,censored,73,10.43,0.0,73.97,47.95,13.7,1.37,0.0,0.0,0.0,1.37,0.0,0.0,12.33,4.11,2.74,6.85,8.22,2.74,1.37,1.37,0.0,1.37,0.0,0.0,0.0,1.37,13.7,6.85,8.22,1.37,2.74,1.37,2.74,9.59,2.74,5.48,0.0,1.37,0.0,8.22,0.0,0.0,0.0,1.37,20.55,8.22,5.48,5.48,2.74,5.48,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,0.0,2.74,2.74,0.0,2.74,5.48,2.74,2.74,0.0,1.37,0.0,0.0,1.37,0.0,4.11,13.7,0.0,0.0,9.59,5.48,1.37,20.55,5.48,9.59,1.37,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0139566,0.986043,0,0.00288538,0.00287782,11,6.636363636363638,2.214042278787879
887,为什么 [ 姓名 + 籍贯 或 居住地 + 职业 ] . 方式 : 请发 签名 邮件 到 邮箱 citizenright1989 ; 也 可以 发 私信 给 新浪 腾讯 微博 账号,1381,everythingElse,censored,22,11.0,4.55,50.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,4.55,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,9.09,4.55,0.0,0.0,4.55,4.55,0.0,0.0,0.0,0.0,13.64,0.0,0.0,0.0,0.0,13.64,0.0,4.55,4.55,9.09,0.0,4.55,0.0,0.0,0.0,0.0,4.55,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,0.0,0.0,4.55,0.0,4.55,4.55,0.0,0.0,4.55,0.0,0.0,4.55,0.0,0.0,31.82,4.55,0.0,4.55,4.55,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.40399,0.59601,0,0.00059799,0.00027121,9,2.4444444444444446,0.8151045481481481
888,"为什么 “ 对外 ” 的 示威游行 就 能 得到 允准 或 默许 , 并且 其中 的 打砸抢 行为 不 受 惩罚 . 相反 , “ 对内 ” 仅仅 是 维护 自己 园则 只能 “ 散步 ” , 还 受到 严重 干扰 , 甚至 有人 被 秋后算帐 .",121659,everythingElse,censored,35,17.5,0.0,62.86,37.14,2.86,2.86,2.86,0.0,0.0,0.0,0.0,0.0,0.0,5.71,2.86,14.29,11.43,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,8.57,2.86,2.86,0.0,0.0,11.43,0.0,11.43,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,14.29,0.0,2.86,2.86,2.86,0.0,8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,2.86,2.86,2.86,2.86,5.71,2.86,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,2.86,0.0,2.86,34.29,5.71,11.43,0.0,0.0,0.0,0.0,0.0,17.14,0.0,0.0,0.0,0.022149000000000002,0.977851,0,0.00177679,0.00185171,11,3.1818181818181817,1.0618155606060606
889,"为什么 会 有 那么 多 的 猫 屎 ? 为什么 会 有 以 文革 为 主题 的 餐厅 ? 我 想 根源 就 在于 我们 从来 没有 正视 反思 审判 过 红色 恐怖 的 罪恶 . 影视剧 的 美化 , 教科书 的 忽略 , 历史 的 尘封 让 一些 年轻人 认为 模仿 红色 恐怖 下 的 装扮 是 一种 个性 , 这 是 对 死 于 红色 恐怖 下 的 亡灵 的 亵渎 . 丧失 良种 , 漠视 历史 , 拒绝 忏悔 是 这 一国 的 悲哀 !",1465,cr,censored,78,15.6,0.0,82.05,43.59,5.13,2.56,1.28,1.28,0.0,0.0,0.0,0.0,2.56,10.26,5.13,5.13,2.56,2.56,3.85,2.56,2.56,1.28,1.28,0.0,0.0,0.0,14.1,0.0,14.1,0.0,2.56,0.0,3.85,17.95,2.56,12.82,5.13,1.28,3.85,5.13,0.0,0.0,0.0,0.0,16.67,5.13,5.13,3.85,3.85,2.56,1.28,5.13,5.13,0.0,0.0,3.85,2.56,0.0,0.0,1.28,12.82,1.28,1.28,8.97,0.0,2.56,10.26,0.0,5.13,3.85,1.28,1.28,0.0,1.28,1.28,2.56,7.69,1.28,0.0,5.13,0.0,2.56,12.82,2.56,6.41,0.0,0.0,2.56,1.28,0.0,0.0,0.0,0.0,0.0,0.026657499999999997,0.9733430000000001,0,0.00322763,0.00428527,11,7.090909090909091,2.366140663636364
890,"为什么 删帖 - - 找到 原创 版本 了 . “ 上周 , 领导 年度 度假 归来 , 新一届 公司 组织 架构 完毕 . 据说 , 老大 老二 位置 按 既定方针 不变 … … 上海 公司 经理 接替 他 的 前辈 , 重庆 经理 搞 统一战线 , 组织 科长 任 副董事长 , 王 副经理 接替 任 第一副 总经理 , 洋 经理 接 组织 和 内务 科长 的 班 . 总之 , 九减 二 . ”",23981,everythingElse,censored,56,14.0,0.0,58.93,14.29,1.79,1.79,0.0,0.0,0.0,1.79,0.0,0.0,0.0,1.79,0.0,0.0,1.79,0.0,1.79,0.0,0.0,1.79,0.0,0.0,0.0,1.79,5.36,1.79,5.36,3.57,1.79,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,1.79,0.0,1.79,14.29,3.57,3.57,0.0,1.79,3.57,1.79,1.79,0.0,0.0,0.0,1.79,1.79,0.0,1.79,0.0,19.64,1.79,7.14,12.5,0.0,0.0,8.93,3.57,1.79,3.57,21.43,0.0,0.0,3.57,0.0,0.0,1.79,0.0,0.0,1.79,0.0,0.0,32.14,10.71,14.29,0.0,0.0,0.0,0.0,3.57,3.57,0.0,0.0,0.0,0.338891,0.6611090000000001,0,0.00149309,0.00128593,11,5.090909090909091,1.697896036969697
891,"为什么 古希腊 文明 是 个 例外 ? 在 古代 只有 希腊 文明 是 启蒙 和 理性 的 ? 因为 其有 民主 政治 制度 民主 . 结论 是 : 1 . 人民 只有 在 民主 制度 下才 可以 被 启蒙 并 拥有 智慧 ; 2 . 相反 , 在 传统 社会 人民 最好 的 状态 还是 蒙昧 . 3 . 今日 中国 社会 的 诸多 乱象 和 价值 沦丧 , 和 专制 社会 + 个人 对 有 智力 的 的 胡乱 运用 到底 有着 什么样 的 联系 ? !",3544,democracy,censored,74,9.25,0.0,66.22,33.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.51,1.35,6.76,10.81,0.0,2.7,0.0,0.0,2.7,1.35,1.35,0.0,0.0,9.46,0.0,9.46,1.35,1.35,5.41,0.0,6.76,5.41,0.0,0.0,0.0,0.0,9.46,0.0,0.0,0.0,0.0,13.51,4.05,4.05,1.35,2.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.22,6.76,2.7,6.76,1.35,0.0,6.76,0.0,4.05,2.7,6.76,0.0,0.0,1.35,1.35,0.0,6.76,0.0,0.0,6.76,0.0,1.35,18.92,6.76,2.7,1.35,1.35,4.05,1.35,0.0,0.0,0.0,0.0,1.35,0.39408200000000004,0.6059180000000001,0,0.00257694,0.00298128,11,6.7272727272727275,2.244276982424243
892,"为什么 可以 容忍 专制 暴政 永恒 的 残忍 : 为什么 就 不能容忍 革命 起义 短暂 的 暴力 "" - - - 盘古 乐队 《 为什么 ? 》 , 谨 以此 给 那些 面对 暴政 大谈 改良 , 批评 革命 会 流血 的 公知 大 V 们 , 你们 这些 猪 , 女人 为了 生 一个 孩子 都 能 忍受 几十年 如 一月 的 流血 , 为了 全体 人民 的 幸福 , 你们 假惺惺 你娘 个头 啊 ! , 你们 的 书 是 屁眼 读 的 么 ! !",2403,everythingElse,censored,70,23.33,0.0,71.43,34.29,7.14,4.29,0.0,0.0,4.29,0.0,0.0,4.29,2.86,4.29,4.29,2.86,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,1.43,10.0,2.86,4.29,1.43,2.86,12.86,4.29,7.14,0.0,5.71,1.43,12.86,1.43,0.0,1.43,0.0,11.43,0.0,4.29,4.29,2.86,1.43,0.0,0.0,0.0,0.0,0.0,7.14,4.29,4.29,1.43,0.0,11.43,1.43,1.43,8.57,0.0,0.0,8.57,1.43,2.86,4.29,0.0,2.86,0.0,0.0,0.0,0.0,5.71,0.0,0.0,4.29,1.43,1.43,22.86,0.0,10.0,1.43,0.0,1.43,4.29,4.29,1.43,0.0,0.0,0.0,0.0156736,0.984326,0,0.00260018,0.00306748,10,7.0,2.3352225533333333
893,为什么 我 的 眼里 满含 泪水 ? 是因为 我 对 这片 土地 爱得 深沉 .,24441,everythingElse,censored,13,6.5,0.0,46.15,30.77,15.38,15.38,15.38,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,15.38,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.515921,0.48407799999999995,1,0.0028995,0.00319855,9,1.4444444444444444,0.4835141648148149
894,"为什么 有 的 人 被 严肃处理 , 还 让 人们 坚决拥护 , 许久 以来 人民 为 他 打抱不平 ? 是 他 的 命运 与 人民 群众 紧紧 连在一起 . 时间 又 在 证明 , 那些 嘴上 喊 着 为了 人民 行动 上 却是 十足 的 婊子 人 百姓 痛骂 不已 , 原因 正是 他 所说 的 脱离群众 是 最大 的 风险 的 人 , 另 一批 自称 替 人民 说话 的 人 , 不 在 百姓 遇难 以 抱不平 的 人 , 也 是 婊子 养 的 .",1281,everythingElse,censored,78,26.0,0.0,73.08,47.44,12.82,3.85,0.0,0.0,0.0,3.85,0.0,0.0,8.97,12.82,1.28,3.85,6.41,1.28,0.0,2.56,2.56,2.56,0.0,1.28,1.28,0.0,15.38,0.0,15.38,1.28,2.56,0.0,0.0,7.69,0.0,6.41,1.28,1.28,0.0,19.23,0.0,0.0,0.0,3.85,6.41,1.28,5.13,0.0,0.0,1.28,1.28,2.56,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,5.13,1.28,0.0,2.56,0.0,1.28,6.41,2.56,3.85,1.28,0.0,0.0,0.0,0.0,0.0,0.0,6.41,2.56,0.0,3.85,0.0,0.0,12.82,2.56,8.97,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.11719,0.88281,0,0.00369744,0.00431238,11,7.090909090909091,2.3663063036363634
895,"为什么 薄谷 审判 和 不雅照 都 发生 在 合肥 , 为什么 07 年 的 照片 偏偏 在 此时 爆出 其中 一定 有默大 的 阴毛",1062,everythingElse,censored,23,23.0,0.0,73.91,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.39,0.0,13.04,4.35,0.0,4.35,0.0,0.0,4.35,0.0,4.35,0.0,0.0,8.7,0.0,8.7,4.35,8.7,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.0,8.7,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0.0,4.35,4.35,0.0,4.35,0.0,4.35,0.0,0.0,4.35,0.0,0.0,17.39,0.0,13.04,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382735,0.617265,0,0.00305375,0.00347434,9,2.5555555555555562,0.8540278818518521
896,"为何 埃及 , 利比亚 , 叙利亚 的 人民 , 那么 容易 搞 到 军火 和 武器 ? 而 我们 这里 想 搞 把 菜刀 和 汽油 都 难 ? 请 各位 大神 出谋划策 下 吧 !",1650,everythingElse,censored,30,10.0,0.0,53.33,46.67,3.33,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,13.33,3.33,13.33,13.33,0.0,3.33,3.33,3.33,0.0,0.0,0.0,0.0,0.0,6.67,3.33,3.33,3.33,0.0,0.0,0.0,6.67,3.33,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,10.0,3.33,3.33,3.33,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,3.33,0.0,3.33,0.0,0.0,6.67,3.33,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,6.67,3.33,0.0,0.0,0.0,0.0,0.0,0.0493519,0.9506479999999999,0,0.0015829000000000001,0.00155564,11,2.727272727272727,0.9101370890909092
897,"为何 我们 的 世风 屡 旷日 下 ? 为何 政府 不 大力 建设 公民道德 ? 各位 明白 不 ? 中国政府 不敢 提高 道德水准 , 是因为 如果 中国 人民 的 道德水准 有朝一日 真的 达到 西方 国家 的 公民 那样 , 那 就 自然而然 会 要求 民主 与 字 由 和 仁权 ! 这 三者 是 提高 道德 社会 的 基础 ! 这是 现政府 恐惧 的 ! 因此 他们 宁愿 社会风气 败坏 也 不会 主动 去 改变 !",5039,democracy,censored,67,9.57,0.0,67.16,38.81,5.97,2.99,0.0,1.49,0.0,0.0,1.49,0.0,2.99,4.48,2.99,13.43,8.96,5.97,1.49,1.49,1.49,0.0,0.0,0.0,0.0,0.0,10.45,1.49,8.96,1.49,0.0,0.0,0.0,7.46,1.49,5.97,1.49,1.49,0.0,11.94,0.0,0.0,0.0,0.0,22.39,1.49,8.96,5.97,2.99,2.99,4.48,1.49,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.43,2.99,5.97,5.97,4.48,1.49,13.43,7.46,5.97,0.0,7.46,0.0,0.0,0.0,0.0,0.0,7.46,0.0,0.0,4.48,1.49,1.49,13.43,0.0,2.99,0.0,0.0,4.48,5.97,0.0,0.0,0.0,0.0,0.0,0.00507732,0.994923,0,0.00289947,0.00302759,11,6.090909090909091,2.0322787169696968
898,为何 是 合肥 ? 求 科普 .,69111,everythingElse,censored,5,2.5,0.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25995100000000004,0.740049,0,0.00143662,0.00099056,7,0.7142857142857143,0.2389042980952381
899,为何 用 某某 ? 不用 实名 ? 求 科普 .,69111,everythingElse,censored,7,2.33,0.0,57.14,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,14.29,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.292089,0.707911,0,0.00120937,0.00052621,7,1.0,0.33391186
900,"为 唐慧案 高声 "" 呐喊 "" 的 人 , 在 合肥 案前 却 集体 闭嘴 , 可见 他们 对于 法制 的 所谓 期待 , 只 停留 在 个人 目的 上 而 不是 真正 期盼 法治 中国 . 为什么 说 合肥 案比 所有 案件 都 值得 关注 , 是因为 , 如果 执政 高层 以身作则 地 践踏 法律 , 歪曲 真相 , 那么 还有 什么 理由 要求 基层 法治 的 公平 , 公正 , 公开 ? 人民 还 怎么 信任 此国 此党 ? !",8592,china,censored,67,22.33,0.0,70.15,40.3,4.48,1.49,0.0,0.0,0.0,0.0,1.49,0.0,2.99,5.97,2.99,11.94,8.96,1.49,1.49,1.49,1.49,2.99,0.0,0.0,2.99,0.0,5.97,0.0,5.97,1.49,4.48,0.0,1.49,10.45,7.46,1.49,0.0,0.0,0.0,13.43,0.0,0.0,0.0,0.0,19.4,4.48,5.97,4.48,4.48,2.99,4.48,4.48,1.49,2.99,0.0,0.0,0.0,0.0,0.0,0.0,14.93,1.49,4.48,11.94,2.99,1.49,7.46,2.99,7.46,1.49,4.48,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.39,1.49,13.43,0.0,0.0,2.99,1.49,0.0,2.99,0.0,0.0,0.0,0.043681,0.956319,0,0.00214068,0.00214419,11,6.090909090909091,2.0317313203030305
901,为啥 我 在 微 博里 搜 京城 某 观察报 被 浪浪 提示 包含 敏感 字符 ?,11350,everythingElse,censored,15,15.0,0.0,60.0,33.33,6.67,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.67,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,13.33,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.368708,0.631292,0,0.0008939999999999998,0.00062783,9,1.6666666666666667,0.5560628322222222
902,"为 毛 我 在 微博 广场 搜 不到 任何 东西 ? 却 只能 搜人 . 我 是 用 手机 登陆 的 微博 , 电脑 难道 也 是 如此 吗 ? 政府 现在 都 已经 心虚 到 这种 程度 了 ? 是 怕 有人 透露 暴雨 中 的 死亡 人数 吧 . 77 ? 我 真不信 !",26573,everythingElse,censored,48,6.86,0.0,72.92,47.92,8.33,6.25,6.25,0.0,0.0,0.0,0.0,0.0,2.08,8.33,0.0,14.58,6.25,2.08,0.0,2.08,0.0,8.33,2.08,4.17,0.0,4.17,12.5,6.25,8.33,4.17,0.0,2.08,2.08,4.17,0.0,4.17,2.08,0.0,0.0,8.33,0.0,0.0,0.0,0.0,8.33,4.17,2.08,0.0,2.08,0.0,0.0,4.17,0.0,2.08,2.08,2.08,2.08,0.0,0.0,0.0,4.17,0.0,0.0,2.08,0.0,2.08,14.58,2.08,6.25,4.17,2.08,0.0,0.0,0.0,2.08,2.08,8.33,0.0,0.0,8.33,0.0,0.0,16.67,4.17,2.08,0.0,0.0,8.33,2.08,0.0,0.0,0.0,0.0,0.0,0.0411249,0.958875,0,0.00236304,0.00230616,11,4.363636363636363,1.4561018545454545
903,"为谷 , 张 涉嫌 杀人案 的 程序 公正 呼吁 , 也许 会 存在 一定 风险 , 但 我 还是 希望 有 更 多 的 律师 站 出来 呐喊 .",66792,everythingElse,censored,25,25.0,0.0,76.0,52.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,12.0,8.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,8.0,0.0,8.0,4.0,0.0,0.0,8.0,12.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,8.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,0.0,4.0,16.0,0.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178791,0.821209,0,0.00263479,0.00309467,11,2.272727272727273,0.7594855775757576
904,"为防 原博 被删 , 重开 一 博文 { 通知 : 对 辽宁 凤城 市委书记 王国强 卷款 2 亿 擅自 离境 一事 , 不 采访 , 不 报道 , 不 评论 . }",53108,everythingElse,censored,24,24.0,0.0,33.33,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,12.5,0.0,12.5,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,4.17,16.67,0.0,12.5,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,4.17,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,4.17,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,4.17,0.0,4.17,33.33,4.17,16.67,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.20690999999999998,0.79309,0,0.00131069,0.00052096,6,4.0,1.3339438833333332
